isbn,title,author,price,nstc,format,publisher,release_date,language,store_stock,store-location,boekpagina_url,,cover_url
9.78147E+12,Spider Queen's Halloween,Russell Punter,9.99,2468496,Hardcover,Usborne Publishing Ltd,04/03/2012,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781474982313,,https://images.mind-books.nl/libris/book/cover/9781474982313
9.7815E+12,"Star Wars (Classical Guitar, with Tab)",JOHN WILLIAMS,9.95,2468784,Paperback,Hal Leonard Corporation,16/08/2023,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781495058868,,https://images.mind-books.nl/libris/book/cover/9781495058868
9.78151E+12,Avatar: The Last Airbender -- Azula in the Spirit Temple,Faith Erin Hicks ; Peter Wartman ; Adele Matera,15.99,2468822,hardcover,"Dark Horse Comics,U.S.",06/02/2025,ENG,3,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781506737713,,https://images.mind-books.nl/libris/book/cover/9781506737713
9.78151E+12,The Legend of Korra: The Mystery of Penquan Island,Kiku Hughes ; Diana Sousa,7.5,2468294,midprice,"Dark Horse Comics,U.S.",06/02/2019,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781506743912,,https://images.mind-books.nl/libris/book/cover/9781506743912
9.78151E+12,Little Deaths,Emma Flint,15,2469135,Paperback,Pan Macmillan,15/05/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781509826582,,https://images.mind-books.nl/libris/book/cover/9781509826582
9.78151E+12,The Discord of Gods,Jenn Lyons,10,2468655,Paperback,Tor,09/11/2009,ENG,2,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781509879656,,https://images.mind-books.nl/libris/book/cover/9781509879656
9.78151E+12,A Tale of Magic: A Tale of Witchcraft,Chris Colfer,15,2468726,Hardcover,Hachette Children's Group,03/12/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781510202214,,https://images.mind-books.nl/libris/book/cover/9781510202214
9.78152E+12,As red as blood,salla simukka,15.99,2468992,Paperback,Random House US,03/12/2020,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781524719555,,https://images.mind-books.nl/libris/book/cover/9781524719555
9.78152E+12,Winter Roses after Fall,r.h. Sin ; Robert M. Drake,12.5,2468885,Paperback,Andrews McMeel Publishing,21/01/2025,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781524867898,,https://images.mind-books.nl/libris/book/cover/9781524867898
9.78153E+12,Circe,Madeline Miller,9.95,2469022,e-book,Bloomsbury Publishing PLC,09/11/2020,ENG,0,Online kopen,https://libris.nl/zoek?q=9781526619198,,https://images.mind-books.nl/libris/book/cover/9781526619198
9.78153E+12,Sleep Like Death,Kalynn Bayron,15,2468621,Paperback,Bloomsbury Publishing PLC,13/10/1996,ENG,29,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781526641090,,https://images.mind-books.nl/libris/book/cover/9781526641090
9.78153E+12,Want,Gillian Anderson,9.99,2468225,e-book,Bloomsbury Publishing (UK),16/08/1997,ENG,0,Online kopen,https://libris.nl/zoek?q=9781526657947,,https://images.mind-books.nl/libris/book/cover/9781526657947
9.78153E+12,The Kite Runner,Khaled Hosseini,15.99,2468569,Hardcover,Bloomsbury Publishing PLC,10/09/2014,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781526668431,,https://images.mind-books.nl/libris/book/cover/9781526668431
9.78153E+12,XX,Rian Hughes,12.5,2468877,e-book,Pan Macmillan,13/01/2025,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529020588,,https://images.mind-books.nl/libris/book/cover/9781529020588
9.78153E+12,The Meaning of Mariah Carey,Mariah Carey,9.99,2468458,Paperback,Pan,06/02/1999,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529038972,,https://images.mind-books.nl/libris/book/cover/9781529038972
9.78153E+12,Dream Town,David Baldacci,22.5,2468705,Paperback,Pan Macmillan,15/05/2009,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529061857,,https://images.mind-books.nl/libris/book/cover/9781529061857
9.78153E+12,Running Close to the Wind,Alexandra Rowland,12.5,2469006,e-book,Pan Macmillan,15/05/2021,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529099706,,https://images.mind-books.nl/libris/book/cover/9781529099706
9.78153E+12,Juniper & Thorn,"REID,  Ava",12.5,2468743,e-book,Del Rey UK,15/05/2023,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529100778,,https://images.mind-books.nl/libris/book/cover/9781529100778
9.78153E+12,The Treeline,Ben Rawlence,9.95,2468179,midprice,Vintage Publishing,15/05/2019,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529112504,,https://images.mind-books.nl/libris/book/cover/9781529112504
9.78153E+12,When McKinsey Comes to Town,Walt Bogdanich ; Michael Forsythe,30,2469134,Paperback,Vintage Publishing,08/04/2021,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529112771,,https://images.mind-books.nl/libris/book/cover/9781529112771
9.78153E+12,City of the Dead,"KELLERMAN,  Jonathan",15,2468264,Paperback,Penguin (Cornerstone),22/06/2013,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529158052,,https://images.mind-books.nl/libris/book/cover/9781529158052
9.78153E+12,Toto Among the Murderers,Sally J Morgan,9.99,2468399,e-book,John Murray Press,22/06/2019,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529300390,,https://images.mind-books.nl/libris/book/cover/9781529300390
9.78153E+12,The Hunt for Mount Everest,Craig Storti,15.99,2469012,Paperback,John Murray Publishers Ltd,22/06/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529331554,,https://images.mind-books.nl/libris/book/cover/9781529331554
9.78153E+12,Echo,Thomas Olde Heuvelt,9.95,2468637,Paperback,Hodderscape,15/05/2022,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529331790,,https://images.mind-books.nl/libris/book/cover/9781529331790
9.78153E+12,The Escape Artist,"FREEDLAND,  Jonathan",7.5,2469015,Paperback,John Murray Publishers Ltd,10/09/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529369052,,https://images.mind-books.nl/libris/book/cover/9781529369052
9.78153E+12,The Red Arrow,William Brewer,9.99,2468574,e-book,John Murray Press,10/09/2019,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529369694,,https://images.mind-books.nl/libris/book/cover/9781529369694
9.78153E+12,These Hollow Vows,"RYAN,  Lexi",9.95,2468234,Paperback,Hodder & Stoughton,16/08/2006,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529376913,,https://images.mind-books.nl/libris/book/cover/9781529376913
9.78153E+12,All the Seas of the World,Guy Gavriel Kay,9.95,2468742,Hardcover,Hodder & Stoughton,15/05/2022,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529385205,,https://images.mind-books.nl/libris/book/cover/9781529385205
9.78153E+12,The No-Show,Beth O'Leary,15.99,2468717,Paperback,Quercus Publishing,03/12/2018,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529409147,,https://images.mind-books.nl/libris/book/cover/9781529409147
9.78153E+12,Lockdown,Peter May,12.5,2468805,e-book,riverrun,22/06/2024,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529411690,,https://images.mind-books.nl/libris/book/cover/9781529411690
9.78153E+12,The Perfect Wife,JP Delaney,9.95,2468814,audiobook,Quercus Publishing,10/09/2024,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529431506,,https://images.mind-books.nl/libris/book/cover/9781529431506
9.78153E+12,Harry Potter Official Wizarding World Cookbook,Veronica Hinke ; Jody Revenson,9.95,2468973,e-book,Quercus Publishing,15/05/2021,ENG,0,Online kopen,https://libris.nl/zoek?q=9781529435030,,https://images.mind-books.nl/libris/book/cover/9781529435030
9.78153E+12,Absolutely and Forever,Rose Tremain,7.5,2468977,Paperback,Vintage Publishing,22/06/2021,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529922509,,https://images.mind-books.nl/libris/book/cover/9781529922509
9.78153E+12,The Negotiator,Brooke Robinson,15,2468286,pocket,Vintage Publishing,06/02/2011,ENG,2,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781529931259,,https://images.mind-books.nl/libris/book/cover/9781529931259
9.78154E+12,Verity,Colleen Hoover,9.95,2468962,Hardcover,Grand Central Publishing,06/02/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781538724736,,https://images.mind-books.nl/libris/book/cover/9781538724736
9.78157E+12,"Dragon Ball, Vol. 3",Akira Toriyama,22.5,2468810,Paperback,"Viz Media, Subs. of Shogakukan Inc",16/08/2024,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781569319222,,https://images.mind-books.nl/libris/book/cover/9781569319222
9.78157E+12,"Banana Fish, Vol. 1",Akimi Yoshida,12.5,2468792,e-book,"Viz Media, Subs. of Shogakukan Inc",18/11/2023,ENG,0,Online kopen,https://libris.nl/zoek?q=9781569319727,,https://images.mind-books.nl/libris/book/cover/9781569319727
9.78161E+12,How We Live Is How We Die,Pema Chodron,10,2468788,Paperback,Shambhala Publications Inc,10/09/2023,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781611809244,,https://images.mind-books.nl/libris/book/cover/9781611809244
9.78162E+12,Aristotle,Aristotle,10,2468291,Paperback,"Hackett Publishing Co, Inc",06/02/2016,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781624666919,,https://images.mind-books.nl/libris/book/cover/9781624666919
9.78163E+12,Noragami: Stray God 20,Adachitoka,22.5,2468761,Hardcover,"Kodansha America, Inc",09/11/2010,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781632365040,,https://images.mind-books.nl/libris/book/cover/9781632365040
9.78164E+12,Kingdom of Ash,Sarah J. Maas,7.5,2468468,Paperback,Bloomsbury Publishing USA,06/02/2009,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781639731060,,https://images.mind-books.nl/libris/book/cover/9781639731060
9.78165E+12,EDENS ZERO 11,Hiro Mashima,5,2468795,Paperback,"Kodansha America, Inc",06/02/2024,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781646510382,,https://images.mind-books.nl/libris/book/cover/9781646510382
9.78165E+12,Blue Period 8,Tsubasa Yamaguchi,15,2468687,Paperback,Kodansha Comics,06/02/2024,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781646512928,,https://images.mind-books.nl/libris/book/cover/9781646512928
9.78165E+12,Blue Period 12,Tsubasa Yamaguchi,12.5,2468405,Paperback,"Kodansha America, Inc",01/01/2010,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781646515677,,https://images.mind-books.nl/libris/book/cover/9781646515677
9.78168E+12,Something is Killing the Children Vol. 1,James Tynion IV,15,2468330,Paperback,Boom! Studios,01/01/2014,ENG,2,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781684155583,,https://images.mind-books.nl/libris/book/cover/9781684155583
9.78173E+12,A Hundred Other Girls,Iman Hariri-Kia,22.5,2468244,Hardcover,"Sourcebooks, Inc",16/08/2016,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781728247953,,https://images.mind-books.nl/libris/book/cover/9781728247953
9.78173E+12,A Touch of Darkness,Scarlett St. Clair,9.95,2468201,Paperback,Bloom Books,22/06/2025,ENG,7,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781728261706,,https://images.mind-books.nl/libris/book/cover/9781728261706
9.78177E+12,Berlin,Jason Lutes,12.5,2468340,Paperback,Drawn and Quarterly,01/02/2014,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781770464063,,https://images.mind-books.nl/libris/book/cover/9781770464063
9.78178E+12,Teen Titans Go! Box Set 1: TV or Not TV,Sholly Fisch ; Leah Hernandez,9.99,2468328,Paperback,DC Comics,01/01/2017,ENG,0,Strips - Engelstalig ,https://libris.nl/zoek?q=9781779521583,,https://images.mind-books.nl/libris/book/cover/9781779521583
9.78178E+12,Joker: DC Compact Comics Edition,Brian Azzarello ; Lee Bermejo,22.5,2469009,Paperback,DC Comics,22/06/2021,ENG,0,Strips - Engelstalig ,https://libris.nl/zoek?q=9781779527318,,https://images.mind-books.nl/libris/book/cover/9781779527318
9.78178E+12,Hunger,Knut Hamsun,9.95,2468918,Paperback,Canongate Books,16/08/2025,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781782117124,,https://images.mind-books.nl/libris/book/cover/9781782117124
9.78178E+12,An Untouched House,Willem Frederik Hermans,22.5,2468358,Paperback,Pushkin Press,15/05/2014,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781782274445,,https://images.mind-books.nl/libris/book/cover/9781782274445
9.78178E+12,Oksa Pollock: The Forest of Lost Souls,Anne (Author) Plichota ; Cendrine (Translator) Wolf,9.95,2468432,Hardcover,Pushkin Children's Books,16/08/2020,ENG,0,Kinderboeken - Engelstalig ,https://libris.nl/zoek?q=9781782690313,,https://images.mind-books.nl/libris/book/cover/9781782690313
9.78178E+12,Walk! La Gomera,Unknown Author,12.5,2468675,Paperback,Discovery Walking Guides Ltd,15/05/2023,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781782750352,,https://images.mind-books.nl/libris/book/cover/9781782750352
9.78178E+12,Ghost wall,sarah moss,9.95,2468311,Paperback,Granta,01/01/2003,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781783784462,,https://images.mind-books.nl/libris/book/cover/9781783784462
9.78178E+12,The Sisters Brothers,Patrick (Y) deWitt,15.99,2468269,Paperback,Granta Books,08/04/2010,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781783784998,,https://images.mind-books.nl/libris/book/cover/9781783784998
9.78178E+12,Dept. of Speculation,Jenny (Y) Offill,15.99,2468346,pocket,Granta Books,01/01/2016,ENG,2,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781783789344,,https://images.mind-books.nl/libris/book/cover/9781783789344
9.78178E+12,Storm in a Teacup,Helen Czerski,7.5,2468522,Paperback,Transworld Publishers Ltd,08/04/2009,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781784160753,,https://images.mind-books.nl/libris/book/cover/9781784160753
9.78178E+12,In the Land of the Cyclops,Karl Ove Knausgaard,9.99,2468306,e-book,Vintage Publishing,01/01/1998,ENG,0,Online kopen,https://libris.nl/zoek?q=9781784700386,,https://images.mind-books.nl/libris/book/cover/9781784700386
9.78178E+12,East Devon & The Jurassic Coast (Slow Travel),Hilary Bradt ; Janice Booth,9.95,2468719,Paperback,Bradt Travel Guides,03/12/2020,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781784774769,,https://images.mind-books.nl/libris/book/cover/9781784774769
9.78178E+12,Azores,David Sayers ; Murray Stewart,12.5,2468645,e-book,Bradt Travel Guides,22/06/2014,ENG,0,Online kopen,https://libris.nl/zoek?q=9781784776237,,https://images.mind-books.nl/libris/book/cover/9781784776237
9.78178E+12,Cinderella Liberator,Rebecca Solnit,15,2468406,Hardcover,Vintage Publishing,16/08/2010,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781784876197,,https://images.mind-books.nl/libris/book/cover/9781784876197
9.78178E+12,Oranges Are Not The Only Fruit,Jeanette Winterson,22.5,2468365,Hardcover,Vintage Classics,15/05/2021,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781784877484,,https://images.mind-books.nl/libris/book/cover/9781784877484
9.78178E+12,The Bloater,Rosemary Tonks,9.99,2468530,e-book,Vintage Classics,08/04/2017,ENG,0,Online kopen,https://libris.nl/zoek?q=9781784877804,,https://images.mind-books.nl/libris/book/cover/9781784877804
9.78178E+12,Plentiful,Denai Moore,15,2468991,Hardcover,Hardie Grant Books (UK),03/12/2020,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781784885496,,https://images.mind-books.nl/libris/book/cover/9781784885496
9.78179E+12,Surrounded by Idiots,Thomas Erikson,15.99,2468887,Paperback,Ebury Publishing,23/01/2025,ENG,2,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781785046209,,https://images.mind-books.nl/libris/book/cover/9781785046209
9.78179E+12,I Remember You,Elisabeth De Mariaffi,9.95,2468172,Paperback,Titan Books Ltd,15/05/2012,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781785657481,,https://images.mind-books.nl/libris/book/cover/9781785657481
9.78179E+12,Bad daughter,joy fielding,29.95,2469003,e-book,Zaffre Publishing,15/05/2021,ENG,0,Online kopen,https://libris.nl/zoek?q=9781785763854,,https://images.mind-books.nl/libris/book/cover/9781785763854
9.78179E+12,30-Second Quantum Theory,Brian Clegg ; Frank Close ; Leon Clifford ; Philip Ball ; Sophie Hebden,12.5,2468394,Paperback,Icon Books,22/06/2014,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781785782916,,https://images.mind-books.nl/libris/book/cover/9781785782916
9.78179E+12,Sexuality,Meg-John Barker,15,2468460,Paperback,Icon Books,06/02/2001,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781785786532,,https://images.mind-books.nl/libris/book/cover/9781785786532
9.78179E+12,Beyond Bitcoin,Simon Dingle ; Steven Boykey Sidley,12.5,2468969,Paperback,Icon Books,08/04/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781785788307,,https://images.mind-books.nl/libris/book/cover/9781785788307
9.78179E+12,Shades of Magic: The Steel Prince,Victoria Schwab,9.95,2468260,midprice,Titan Comics,22/06/2018,ENG,0,Strips - Engelstalig ,https://libris.nl/zoek?q=9781785865879,,https://images.mind-books.nl/libris/book/cover/9781785865879
9.78179E+12,Doctor Who and The Pirate Planet (target collection),Douglas Adams ; James Goss,22.5,2468237,Paperback,Ebury Publishing,16/08/2009,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781785945304,,https://images.mind-books.nl/libris/book/cover/9781785945304
9.78179E+12,Populism,Simon Tormey,15.99,2468515,Hardcover,Oneworld Publications,08/04/2002,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781786076137,,https://images.mind-books.nl/libris/book/cover/9781786076137
9.78179E+12,Something Deeply Hidden,Sean Carroll,12.5,2468241,midprice,Oneworld Publications,16/08/2013,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781786078360,,https://images.mind-books.nl/libris/book/cover/9781786078360
9.78179E+12,The Balkan Trilogy,Olivia Manning,15.99,2468357,Hardcover,Cornerstone,15/05/2013,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781786091567,,https://images.mind-books.nl/libris/book/cover/9781786091567
9.78179E+12,Lonely Planet Sardinia,Unknown Author,9.95,2468539,Paperback,Lonely Planet,06/02/2021,ENG,1,Travel - Engelstalig ,https://libris.nl/zoek?q=9781786572554,,https://images.mind-books.nl/libris/book/cover/9781786572554
9.78179E+12,Coming Undone,Terri White,9.95,2468381,Paperback,Canongate Books,22/06/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781786896780,,https://images.mind-books.nl/libris/book/cover/9781786896780
9.78179E+12,Lonely Planet Best of Thailand,"LONELY PLANET ; MAHAPATRA,  Anirban ; Bewer, Tim ; Eimer, David",12.5,2468773,e-book,Lonely Planet,09/11/2022,ENG,0,Online kopen,https://libris.nl/zoek?q=9781787015487,,https://images.mind-books.nl/libris/book/cover/9781787015487
9.78179E+12,Lonely Planet Pocket Bangkok,Lonely Planet,25,2468477,Paperback,Lonely Planet Global Limited,06/02/2018,ENG,4,Travel - Engelstalig ,https://libris.nl/zoek?q=9781787016156,,https://images.mind-books.nl/libris/book/cover/9781787016156
9.78179E+12,The Metamorphosis (Legend Classics),Franz Kafka,9.99,2468674,Paperback,Legend Press Ltd,15/05/2023,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781787199767,,https://images.mind-books.nl/libris/book/cover/9781787199767
9.78179E+12,The Twelve Days of Christmas,Susan Stokes-Chapman,15.99,2469065,Paperback,Vintage Publishing,06/02/2021,ENG,16,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781787304666,,https://images.mind-books.nl/libris/book/cover/9781787304666
9.78179E+12,Prince: A Portrait of the Artist in Memories & Memorabilia,Paul Sexton,22.5,2468259,Paperback,Welbeck,22/06/2017,ENG,5,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781787391642,,https://images.mind-books.nl/libris/book/cover/9781787391642
9.78179E+12,His Name Is George Floyd,Robert Samuels ; Toluse Olorunnipa,9.99,2468563,e-book,Transworld Publishers Ltd,10/09/2008,ENG,0,Online kopen,https://libris.nl/zoek?q=9781787635838,,https://images.mind-books.nl/libris/book/cover/9781787635838
9.78179E+12,Killer in the Kremlin,John Sweeney,22.5,2468138,Paperback,Transworld Publishers Ltd,01/01/2014,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781787636668,,https://images.mind-books.nl/libris/book/cover/9781787636668
9.78179E+12,ATOM: The Beginning Vol. 1,Masami Yuuki ; Osamu Tezuka ; Tetsuro Kasahara,9.95,2468813,Paperback,Titan Comics,16/08/2024,ENG,0,Strips - Engelstalig ,https://libris.nl/zoek?q=9781787739574,,https://images.mind-books.nl/libris/book/cover/9781787739574
9.78179E+12,Train Teasers,Andrew Martin,17.5,2469112,Hardcover,Profile Books Ltd,22/06/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781788163941,,https://images.mind-books.nl/libris/book/cover/9781788163941
9.78179E+12,"Right Thing, Right Now",Ryan Holiday,15.99,2468476,Paperback,Profile Books Ltd,06/02/2017,ENG,7,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781788166324,,https://images.mind-books.nl/libris/book/cover/9781788166324
9.78179E+12,Lonely Planet Paris,"CARILLET,  Jean-Bernard ; Le Nevez, Catherine ; Pitts, Christopher",7.5,2468840,hardcover,Lonely Planet,10/09/2025,ENG,0,Travel - Engelstalig ,https://libris.nl/zoek?q=9781788680431,,https://images.mind-books.nl/libris/book/cover/9781788680431
9.78179E+12,"Lonely Planet Rajasthan, Delhi & Agra",Unknown Author,9.95,2469010,Hardcover,Lonely Planet,22/06/2021,ENG,3,Travel - Engelstalig ,https://libris.nl/zoek?q=9781788683869,,https://images.mind-books.nl/libris/book/cover/9781788683869
9.78179E+12,Lonely Planet Secret City,Lonely Planet,22.5,2468888,Paperback,Lonely Planet Global Limited,24/01/2025,ENG,0,Travel - Engelstalig ,https://libris.nl/zoek?q=9781788689168,,https://images.mind-books.nl/libris/book/cover/9781788689168
9.78179E+12,Further adventures of sherlock holmes Sherlock holmes and the crusader's curse,stuart douglas,9.99,2468174,midprice,Titan Books Ltd,15/05/2014,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781789091588,,https://images.mind-books.nl/libris/book/cover/9781789091588
9.78179E+12,Magic: The Gathering - War of the Spark: Forsaken,Greg Weisman,12.5,2468686,Paperback,Titan Books Ltd,06/02/2023,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781789092738,,https://images.mind-books.nl/libris/book/cover/9781789092738
9.78179E+12,Skin Taker,Michelle Paver,9.99,2468196,Paperback,Bloomsbury Publishing PLC,22/06/2020,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781789542417,,https://images.mind-books.nl/libris/book/cover/9781789542417
9.78179E+12,The Shattered Skies,John Birmingham,15.99,2468287,Paperback,Head of Zeus --  an AdAstra Book,06/02/2012,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781789545975,,https://images.mind-books.nl/libris/book/cover/9781789545975
9.7818E+12,Lemon,"YEO-SUN,  Kwon ; Yeo-sun, Kwon",10,2468959,Hardcover,Bloomsbury Publishing PLC,03/12/2020,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781800241473,,https://images.mind-books.nl/libris/book/cover/9781800241473
9.7818E+12,The Big Book of Christmas Mysteries,Otto Penzler,12.5,2468142,pocket,Bloomsbury Publishing PLC,01/01/2015,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781800249721,,https://images.mind-books.nl/libris/book/cover/9781800249721
9.7818E+12,Murdle: Even More Killer Puzzles: THE SUNDAY TIMES BESTSELLING SERIES,G. T. Karber,15.99,2468313,midprice,Profile Books Ltd,01/01/2005,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781800818064,,https://images.mind-books.nl/libris/book/cover/9781800818064
9.7818E+12,The Trust,M.H. Eccleston,22.5,2469091,Paperback,Head of Zeus -- an Aries Book,03/12/2020,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781803280363,,https://images.mind-books.nl/libris/book/cover/9781803280363
9.7818E+12,Sherlock Holmes and The Twelve Thefts of Christmas,Tim Major,7.5,2468723,Paperback,Titan Books Ltd,03/12/2024,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781803361918,,https://images.mind-books.nl/libris/book/cover/9781803361918
9.7818E+12,Marvel: Illustrated Guide to the Spider-Verse,Marc Sumerak,9.95,2468388,Paperback,Titan Books Ltd,22/06/2019,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781803365978,,https://images.mind-books.nl/libris/book/cover/9781803365978
9.7818E+12,Vulkanen en aardbevingen,Unknown Author,9.99,2468482,e-book,Usborne Publishers,06/02/2023,NL,0,Online kopen,https://libris.nl/zoek?q=9781803709482,,https://images.mind-books.nl/libris/book/cover/9781803709482
9.7818E+12,The Amazing Spider-Man: Hunted Omnibus,Nick Spencer,15.99,2468170,Paperback,Panini Publishing Ltd,15/05/2010,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781804911426,,https://images.mind-books.nl/libris/book/cover/9781804911426
9.7818E+12,The List of Suspicious Things,Jennie Godfrey,7.5,2468988,Hardcover,Cornerstone,09/11/2020,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781804942949,,https://images.mind-books.nl/libris/book/cover/9781804942949
9.7818E+12,"You, With a View",Jessica Joyce,9.95,2468550,Hardcover,Transworld Publishers Ltd,16/08/2023,ENG,2,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781804991213,,https://images.mind-books.nl/libris/book/cover/9781804991213
9.78181E+12,ADHD Girls to Women,Lotta Borg Skoglund,7.5,2468746,Paperback,Jessica Kingsley Publishers,22/06/2019,ENG,1,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781805010548,,https://images.mind-books.nl/libris/book/cover/9781805010548
9.78181E+12,"Warriors, Rebels and Saints",Moshik Temkin,12.5,2468958,e-book,Profile Books Ltd,03/12/2020,ENG,0,Online kopen,https://libris.nl/zoek?q=9781805221111,,https://images.mind-books.nl/libris/book/cover/9781805221111
9.78184E+12,The Truth About the Devlins,Lisa Scottoline,12.5,2468459,Paperback,Bedford Square Publishers,06/02/2000,ENG,5,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781835011072,,https://images.mind-books.nl/libris/book/cover/9781835011072
9.78184E+12,Sew Your Own Scandi Wardrobe,Oda Stormoen ; Kristin Vaag,12.5,2468693,e-book,Quadrille Publishing Ltd,15/05/2020,ENG,0,Online kopen,https://libris.nl/zoek?q=9781837831081,,https://images.mind-books.nl/libris/book/cover/9781837831081
9.78184E+12,Slaine: The Horned God - Anniversary Edition,Pat Mills,9.95,2468972,Hardcover,Rebellion Publishing Ltd.,15/05/2021,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9781837861934,,https://images.mind-books.nl/libris/book/cover/9781837861934
